Country_or_place,Period_of_time,Year(a),Long_term _average_annual_precipitation_in_depth_(mm/year),Data_source(a),Observations(a),Year(b),Long-term_average_annual_precipitation_in_volume_(10^9 m3/year),Data_source(b),Observations(b),Year(c),National_Rainfall_Index_(NRI)_(mm/year),Data_source(c),Observations(c)
Gambia,2008-2012,2012,836,E,No_observation,2012,9.447,E,No_observation,,,,No_observation
Gambia,2013-2017,2017,836,E,No_observation,2017,9.447,E,No_observation,,,,No_observation
Georgia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Georgia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Georgia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Georgia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Georgia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Georgia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Georgia,1988-1992,1992,1026,,No_observation,1992,71.51,K,No_observation,,,,No_observation
Georgia,1993-1997,1997,1026,,No_observation,1997,71.51,K,No_observation,1994,1250,E,No_observation
Georgia,1998-2002,2002,1026,,No_observation,2002,71.51,K,No_observation,1998,1140,E,No_observation
Georgia,2003-2007,2007,1026,,No_observation,2007,71.51,K,No_observation,,,,No_observation
Georgia,2008-2012,2012,1026,,No_observation,2012,71.51,K,No_observation,,,,No_observation
Georgia,2013-2017,2017,1026,,No_observation,2017,71.51,K,No_observation,,,,No_observation
Germany,1958-1962,1962,700,E,No_observation,1962,249.9,E,No_observation,,,,No_observation
Germany,1963-1967,1967,700,E,No_observation,1967,249.9,E,No_observation,1967,785.8,E,No_observation
Germany,1968-1972,1972,700,E,No_observation,1972,249.9,E,No_observation,1969,678.2,E,No_observation
Germany,1973-1977,1977,700,E,No_observation,1977,249.9,E,No_observation,1973,671.9,E,No_observation
Germany,1978-1982,1982,700,E,No_observation,1982,249.9,E,No_observation,1979,775.1,E,No_observation
Germany,1983-1987,1987,700,E,No_observation,1987,249.9,E,No_observation,1984,755.6,E,No_observation
Germany,1988-1992,1992,700,E,No_observation,1992,249.9,E,No_observation,1992,739.4,E,No_observation
Germany,1993-1997,1997,700,E,No_observation,1997,249.9,E,No_observation,1993,790.9,E,No_observation
Germany,1998-2002,2002,700,E,No_observation,2002,249.9,E,No_observation,2001,835.5,E,No_observation
Germany,2003-2007,2007,700,E,No_observation,2007,250,E,No_observation,,,,No_observation
Germany,2008-2012,2012,700,E,No_observation,2012,250,E,No_observation,,,,No_observation
Germany,2013-2017,2017,700,E,No_observation,2017,250.3,E,No_observation,,,,No_observation
Ghana,1958-1962,1962,1187,E,No_observation,1962,283.1,E,No_observation,,,,No_observation
Ghana,1963-1967,1967,1187,E,No_observation,1967,283.1,E,No_observation,1966,1311,E,No_observation
Ghana,1968-1972,1972,1187,E,No_observation,1972,283.1,E,No_observation,1969,1260,E,No_observation
Ghana,1973-1977,1977,1187,E,No_observation,1977,283.1,E,No_observation,1973,1207,E,No_observation
Ghana,1978-1982,1982,1187,E,No_observation,1982,283.1,E,No_observation,1978,1221,E,No_observation
Ghana,1983-1987,1987,1187,E,No_observation,1987,283.1,E,No_observation,1987,1253,E,No_observation
Ghana,1988-1992,1992,1187,E,No_observation,1992,283.1,E,No_observation,1988,1192,E,No_observation
Ghana,1993-1997,1997,1187,E,No_observation,1997,283.1,E,No_observation,1995,1211,E,No_observation
Ghana,1998-2002,2002,1187,E,No_observation,2002,283.1,E,No_observation,2002,1112,E,No_observation
Ghana,2003-2007,2007,1187,E,No_observation,2007,283.1,E,No_observation,,,,No_observation
Ghana,2008-2012,2012,1187,E,No_observation,2012,283.1,E,No_observation,,,,No_observation
Ghana,2013-2017,2017,1187,E,No_observation,2017,283.1,E,No_observation,,,,No_observation
Greece,1958-1962,1962,652,,[78],1962,86.04,K,No_observation,,,,No_observation
Greece,1963-1967,1967,652,,[79],1967,86.04,K,No_observation,1965,679.2,E,No_observation
Greece,1968-1972,1972,652,,[80],1972,86.04,K,No_observation,1972,724.1,E,No_observation
Greece,1973-1977,1977,652,,[81],1977,86.04,K,No_observation,1974,668.5,E,No_observation
Greece,1978-1982,1982,652,,[82],1982,86.04,K,No_observation,1978,734.1,E,No_observation
Greece,1983-1987,1987,652,,[83],1987,86.04,K,No_observation,1986,639.9,E,No_observation
Greece,1988-1992,1992,652,,[84],1992,86.04,K,No_observation,1990,517.4,E,No_observation
Greece,1993-1997,1997,652,,[85],1997,86.04,K,No_observation,1997,626.3,E,No_observation
Greece,1998-2002,2002,652,,[86],2002,86.04,K,No_observation,1999,597.8,E,No_observation
Greece,2003-2007,2007,652,,[87],2007,86.04,K,No_observation,,,,No_observation
Greece,2008-2012,2012,652,,[88],2012,86.04,K,No_observation,,,,No_observation
Greece,2013-2017,2017,652,,No_observation,2017,86.04,K,No_observation,,,,No_observation
Grenada,1958-1962,1962,2350,E,No_observation,1962,0.799,E,No_observation,,,,No_observation
Grenada,1963-1967,1967,2350,E,No_observation,1967,0.799,E,No_observation,,,,No_observation
Grenada,1968-1972,1972,2350,E,No_observation,1972,0.799,E,No_observation,,,,No_observation
Grenada,1973-1977,1977,2350,E,No_observation,1977,0.799,E,No_observation,,,,No_observation
Grenada,1978-1982,1982,2350,E,No_observation,1982,0.799,E,No_observation,,,,No_observation
Grenada,1983-1987,1987,2350,E,No_observation,1987,0.799,E,No_observation,,,,No_observation
Grenada,1988-1992,1992,2350,E,No_observation,1992,0.799,E,No_observation,,,,No_observation
Grenada,1993-1997,1997,2350,E,No_observation,1997,0.799,E,No_observation,,,,No_observation
Grenada,1998-2002,2002,2350,E,No_observation,2002,0.799,E,No_observation,,,,No_observation
Grenada,2003-2007,2007,2350,E,No_observation,2007,0.799,E,No_observation,,,,No_observation
Grenada,2008-2012,2012,2350,E,No_observation,2012,0.799,E,No_observation,,,,No_observation
Grenada,2013-2017,2017,2350,E,No_observation,2017,0.799,E,No_observation,,,,No_observation
Guatemala,1958-1962,1962,1996,E,No_observation,1962,217.3,E,No_observation,,,,No_observation
Guatemala,1963-1967,1967,1996,E,No_observation,1967,217.3,E,No_observation,1964,2362,E,No_observation
Guatemala,1968-1972,1972,1996,E,No_observation,1972,217.3,E,No_observation,1968,2602,E,No_observation
Guatemala,1973-1977,1977,1996,E,No_observation,1977,217.3,E,No_observation,1976,2230,E,No_observation
Guatemala,1978-1982,1982,1996,E,No_observation,1982,217.3,E,No_observation,1980,2588,E,No_observation
Guatemala,1983-1987,1987,1996,E,No_observation,1987,217.3,E,No_observation,1986,2357,E,No_observation
Guatemala,1988-1992,1992,1996,E,No_observation,1992,217.3,E,No_observation,1988,2449,E,No_observation
Guatemala,1993-1997,1997,1996,E,No_observation,1997,217.3,E,No_observation,1996,2546,E,No_observation
Guatemala,1998-2002,2002,1996,E,No_observation,2002,217.3,E,No_observation,1999,2216,E,No_observation
Guatemala,2003-2007,2007,1996,E,No_observation,2007,217.3,E,No_observation,,,,No_observation
Guatemala,2008-2012,2012,1996,E,No_observation,2012,217.3,E,No_observation,,,,No_observation
Guatemala,2013-2017,2017,1996,E,No_observation,2017,217.3,E,No_observation,,,,No_observation
Guinea,1958-1962,1962,1651,E,No_observation,1962,405.9,E,No_observation,,,,No_observation
Guinea,1963-1967,1967,1651,E,No_observation,1967,405.9,E,No_observation,1966,2073,E,No_observation
Guinea,1968-1972,1972,1651,E,No_observation,1972,405.9,E,No_observation,1971,1814,E,No_observation
Guinea,1973-1977,1977,1651,E,No_observation,1977,405.9,E,No_observation,1975,1857,E,No_observation
Guinea,1978-1982,1982,1651,E,No_observation,1982,405.9,E,No_observation,1982,1711,E,No_observation
Guinea,1983-1987,1987,1651,E,No_observation,1987,405.9,E,No_observation,1983,1569,E,No_observation
Guinea,1988-1992,1992,1651,E,No_observation,1992,405.9,E,No_observation,1988,1728,E,No_observation
Guinea,1993-1997,1997,1651,E,No_observation,1997,405.9,E,No_observation,1996,1810,E,No_observation
Guinea,1998-2002,2002,1651,E,No_observation,2002,405.9,E,No_observation,2001,1638,E,No_observation
Guinea,2003-2007,2007,1651,E,No_observation,2007,405.9,E,No_observation,,,,No_observation
Guinea,2008-2012,2012,1651,E,No_observation,2012,405.9,E,No_observation,,,,No_observation
Guinea,2013-2017,2017,1651,E,No_observation,2017,405.9,E,No_observation,,,,No_observation
Guinea_Bissau,1958-1962,1962,1577,E,No_observation,1962,56.98,E,No_observation,,,,No_observation
Guinea_Bissau,1963-1967,1967,1577,E,No_observation,1967,56.98,E,No_observation,1964,1888,E,No_observation
Guinea_Bissau,1968-1972,1972,1577,E,No_observation,1972,56.98,E,No_observation,1971,1508,E,No_observation
Guinea_Bissau,1973-1977,1977,1577,E,No_observation,1977,56.98,E,No_observation,1974,1553,E,No_observation
Guinea_Bissau,1978-1982,1982,1577,E,No_observation,1982,56.98,E,No_observation,1982,1371,E,No_observation
Guinea_Bissau,1983-1987,1987,1577,E,No_observation,1987,56.98,E,No_observation,1985,1346,E,No_observation
Guinea_Bissau,1988-1992,1992,1577,E,No_observation,1992,56.98,E,No_observation,1989,1565,E,No_observation
Guinea_Bissau,1993-1997,1997,1577,E,No_observation,1997,56.98,E,No_observation,1993,1575,E,No_observation
Guinea_Bissau,1998-2002,2002,1577,E,No_observation,2002,56.98,E,No_observation,2002,1223,E,No_observation
Guinea_Bissau,2003-2007,2007,1577,E,No_observation,2007,56.98,E,No_observation,,,,No_observation
Guinea_Bissau,2008-2012,2012,1577,E,No_observation,2012,56.98,E,No_observation,,,,No_observation
Guinea_Bissau,2013-2017,2017,1577,E,No_observation,2017,56.98,E,No_observation,,,,No_observation
Guyana,1958-1962,1962,2387,,[89],1962,513.1,,No_observation,,,,No_observation
Guyana,1963-1967,1967,2387,,[90],1967,513.1,,No_observation,1966,2144,E,No_observation
Guyana,1968-1972,1972,2387,,[91],1972,513.1,,No_observation,1972,2334,E,No_observation
Guyana,1973-1977,1977,2387,,[92],1977,513.1,,No_observation,1975,2199,E,No_observation
Guyana,1978-1982,1982,2387,,[93],1982,513.1,,No_observation,1980,2139,E,No_observation
Guyana,1983-1987,1987,2387,,[94],1987,513.1,,No_observation,1986,2014,E,No_observation
Guyana,1988-1992,1992,2387,,[95],1992,513.1,,No_observation,1988,2251,E,No_observation
Guyana,1993-1997,1997,2387,,[96],1997,513.1,,No_observation,1995,2252,E,No_observation
Guyana,1998-2002,2002,2387,,[97],2002,513.1,,No_observation,1998,2177,E,No_observation
Guyana,2003-2007,2007,2387,,[98],2007,513.1,,No_observation,,,,No_observation
Guyana,2008-2012,2012,2387,,[99],2012,513.1,,No_observation,,,,No_observation
Guyana,2013-2017,2017,2387,,No_observation,2017,513.1,,No_observation,,,,No_observation
Haiti,1958-1962,1962,1440,E,No_observation,1962,39.96,E,No_observation,,,,No_observation
Haiti,1963-1967,1967,1440,E,No_observation,1967,39.96,E,No_observation,1964,1355,E,No_observation
Haiti,1968-1972,1972,1440,E,No_observation,1972,39.96,E,No_observation,1971,1345,E,No_observation
Haiti,1973-1977,1977,1440,E,No_observation,1977,39.96,E,No_observation,1973,1255,E,No_observation
Haiti,1978-1982,1982,1440,E,No_observation,1982,39.96,E,No_observation,1980,1516,E,No_observation
Haiti,1983-1987,1987,1440,E,No_observation,1987,39.96,E,No_observation,1984,1449,E,No_observation
Haiti,1988-1992,1992,1440,E,No_observation,1992,39.96,E,No_observation,1990,1264,E,No_observation
Haiti,1993-1997,1997,1440,E,No_observation,1997,39.96,E,No_observation,1996,1429,E,No_observation
Haiti,1998-2002,2002,1440,E,No_observation,2002,39.96,E,No_observation,2002,1226,E,No_observation
Haiti,2003-2007,2007,1440,E,No_observation,2007,39.96,E,No_observation,,,,No_observation
Haiti,2008-2012,2012,1440,E,No_observation,2012,39.96,E,No_observation,,,,No_observation
Haiti,2013-2017,2017,1440,E,No_observation,2017,39.96,E,No_observation,,,,No_observation
Holy_See,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1993-1997,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,1998-2002,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,2003-2007,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,2008-2012,,,,No_observation,,,,No_observation,,,,No_observation
Holy_See,2013-2017,,,,No_observation,,,,No_observation,,,,No_observation
Honduras,1958-1962,1962,1976,E,[100],1962,222.3,E,No_observation,,,,No_observation
Honduras,1963-1967,1967,1976,E,[101],1967,222.3,E,No_observation,1963,1948,E,No_observation
Honduras,1968-1972,1972,1976,E,[102],1972,222.3,E,No_observation,1970,1970,E,No_observation
Honduras,1973-1977,1977,1976,E,[103],1977,222.3,E,No_observation,1977,1717,E,No_observation
Honduras,1978-1982,1982,1976,E,[104],1982,222.3,E,No_observation,1978,2250,E,No_observation
Honduras,1983-1987,1987,1976,E,[105],1987,222.3,E,No_observation,1987,1919,E,No_observation
Honduras,1988-1992,1992,1976,E,[106],1992,222.3,E,No_observation,1991,1831,E,No_observation
Honduras,1993-1997,1997,1976,E,[107],1997,222.3,E,No_observation,1995,1901,E,No_observation
Honduras,1998-2002,2002,1976,E,[108],2002,222.3,E,No_observation,1999,1618,E,No_observation
Honduras,2003-2007,2007,1976,E,[109],2007,222.3,E,No_observation,,,,No_observation
Honduras,2008-2012,2012,1976,E,[110],2012,222.3,E,No_observation,,,,No_observation
Honduras,2013-2017,2017,1976,E,No_observation,2017,222.3,E,No_observation,,,,No_observation
Hungary,1958-1962,1962,589,,No_observation,1962,54.79,K,No_observation,,,,No_observation
Hungary,1963-1967,1967,589,,No_observation,1967,54.79,K,No_observation,1964,620.6,E,No_observation
Hungary,1968-1972,1972,589,,No_observation,1972,54.79,K,No_observation,1972,590,E,No_observation
Hungary,1973-1977,1977,589,,No_observation,1977,54.79,K,No_observation,1976,576.3,E,No_observation
Hungary,1978-1982,1982,589,,No_observation,1982,54.79,K,No_observation,1978,574.4,E,No_observation
Hungary,1983-1987,1987,589,,No_observation,1987,54.79,K,No_observation,1985,593.7,E,No_observation
Hungary,1988-1992,1992,589,,No_observation,1992,54.79,K,No_observation,1988,548,E,No_observation
Hungary,1993-1997,1997,589,,No_observation,1997,54.79,K,No_observation,1994,513.2,E,No_observation
Hungary,1998-2002,2002,589,,No_observation,2002,54.79,K,No_observation,2001,587.5,E,No_observation
Hungary,2003-2007,2007,589,,No_observation,2007,54.79,K,No_observation,,,,No_observation
Hungary,2008-2012,2012,589,,No_observation,2012,54.79,K,No_observation,,,,No_observation
Hungary,2013-2017,2017,589,,No_observation,2017,54.79,K,No_observation,,,,No_observation
Iceland,1958-1962,1962,1940,E,No_observation,1962,199.8,E,No_observation,,,,No_observation
Iceland,1963-1967,1967,1940,E,No_observation,1967,199.8,E,No_observation,1967,816,E,No_observation
Iceland,1968-1972,1972,1940,E,No_observation,1972,199.8,E,No_observation,1971,963.2,E,No_observation
Iceland,1973-1977,1977,1940,E,No_observation,1977,199.8,E,No_observation,1975,1010,E,No_observation
Iceland,1978-1982,1982,1940,E,No_observation,1982,199.8,E,No_observation,1981,932.6,E,No_observation
Iceland,1983-1987,1987,1940,E,No_observation,1987,199.8,E,No_observation,1986,968.5,E,No_observation
Iceland,1988-1992,1992,1940,E,No_observation,1992,199.8,E,No_observation,1991,1095,E,No_observation
Iceland,1993-1997,1997,1940,E,No_observation,1997,199.8,E,No_observation,1997,993.2,E,No_observation
Iceland,1998-2002,2002,1940,E,No_observation,2002,199.8,E,No_observation,1998,923.4,E,No_observation
Iceland,2003-2007,2007,1940,E,No_observation,2007,199.8,E,No_observation,,,,No_observation
Iceland,2008-2012,2012,1940,E,No_observation,2012,199.8,E,No_observation,,,,No_observation
Iceland,2013-2017,2017,1940,E,No_observation,2017,199.8,E,No_observation,,,,No_observation
India,1958-1962,1962,1083,E,No_observation,1962,3560,E,No_observation,,,,No_observation
India,1963-1967,1967,1083,E,No_observation,1967,3560,E,No_observation,1967,1568,E,No_observation
India,1968-1972,1972,1083,E,No_observation,1972,3560,E,No_observation,1969,1643,E,No_observation
India,1973-1977,1977,1083,E,No_observation,1977,3560,E,No_observation,1973,1797,E,No_observation
India,1978-1982,1982,1083,E,No_observation,1982,3560,E,No_observation,1981,1590,E,No_observation
India,1983-1987,1987,1083,E,No_observation,1987,3560,E,No_observation,1985,1653,E,No_observation
India,1988-1992,1992,1083,E,No_observation,1992,3560,E,No_observation,1989,1640,E,No_observation
India,1993-1997,1997,1083,E,No_observation,1997,3560,E,No_observation,1995,1714,E,No_observation
India,1998-2002,2002,1083,E,No_observation,2002,3560,E,No_observation,2000,1502,E,No_observation
India,2003-2007,2007,1083,E,No_observation,2007,3560,E,No_observation,,,,No_observation
India,2008-2012,2012,1083,E,No_observation,2012,3560,E,No_observation,,,,No_observation
India,2013-2017,2017,1083,E,No_observation,2017,3560,E,No_observation,,,,No_observation
Indonesia,1958-1962,1962,2702,E,No_observation,1962,5163,E,No_observation,,,,No_observation
Indonesia,1963-1967,1967,2702,E,No_observation,1967,5163,E,No_observation,1967,2763,E,No_observation
Indonesia,1968-1972,1972,2702,E,No_observation,1972,5163,E,No_observation,1970,2969,E,No_observation
Indonesia,1973-1977,1977,2702,E,No_observation,1977,5163,E,No_observation,1976,2857,E,No_observation
Indonesia,1978-1982,1982,2702,E,No_observation,1982,5163,E,No_observation,1978,2853,E,No_observation
Indonesia,1983-1987,1987,2702,E,No_observation,1987,5163,E,No_observation,1985,3020,E,No_observation
Indonesia,1988-1992,1992,2702,E,No_observation,1992,5163,E,No_observation,1991,2769,E,No_observation
Indonesia,1993-1997,1997,2702,E,No_observation,1997,5163,E,No_observation,1993,2817,E,No_observation
Indonesia,1998-2002,2002,2702,E,No_observation,2002,5163,E,No_observation,2001,2929,E,No_observation
Indonesia,2003-2007,2007,2702,E,No_observation,2007,5163,E,No_observation,,,,No_observation
